state,state_string,direct_predecessor_count,is_one_step_output
214,0214,0,False
215,0215,0,False
216,0216,0,False
217,0217,0,False
218,0218,0,False
219,0219,0,False
220,0220,0,False
221,0221,0,False
222,0222,0,False
223,0223,0,False
224,0224,0,False
225,0225,0,False
226,0226,0,False
227,0227,0,False
228,0228,0,False
229,0229,0,False
230,0230,0,False
231,0231,0,False
232,0232,0,False
233,0233,0,False
234,0234,0,False
235,0235,0,False
236,0236,0,False
237,0237,0,False
238,0238,0,False
239,0239,0,False
240,0240,0,False
241,0241,0,False
242,0242,0,False
243,0243,0,False
244,0244,0,False
245,0245,0,False
246,0246,0,False
247,0247,0,False
248,0248,0,False
249,0249,0,False
250,0250,0,False
251,0251,0,False
252,0252,0,False
253,0253,0,False
254,0254,0,False
255,0255,0,False
256,0256,0,False
257,0257,0,False
258,0258,0,False
259,0259,0,False
260,0260,0,False
261,0261,0,False
262,0262,0,False
263,0263,0,False
264,0264,0,False
265,0265,0,False
266,0266,0,False
267,0267,0,False
268,0268,0,False
269,0269,0,False
270,0270,0,False
271,0271,0,False
272,0272,0,False
273,0273,0,False
274,0274,0,False
275,0275,0,False
276,0276,0,False
277,0277,0,False
278,0278,0,False
279,0279,0,False
280,0280,0,False
281,0281,0,False
282,0282,0,False
283,0283,0,False
284,0284,0,False
285,0285,0,False
286,0286,0,False
287,0287,0,False
288,0288,0,False
289,0289,0,False
290,0290,0,False
291,0291,0,False
292,0292,0,False
293,0293,0,False
294,0294,0,False
295,0295,0,False
296,0296,0,False
297,0297,0,False
298,0298,0,False
299,0299,0,False
300,0300,0,False
301,0301,0,False
302,0302,0,False
303,0303,0,False
304,0304,0,False
305,0305,0,False
306,0306,0,False
307,0307,0,False
308,0308,0,False
309,0309,0,False
310,0310,0,False
311,0311,0,False
312,0312,0,False
313,0313,0,False
314,0314,0,False
315,0315,0,False
316,0316,0,False
317,0317,0,False
318,0318,0,False
319,0319,0,False
320,0320,0,False
321,0321,0,False
322,0322,0,False
323,0323,0,False
324,0324,0,False
325,0325,0,False
326,0326,0,False
327,0327,0,False
328,0328,0,False
329,0329,0,False
330,0330,0,False
331,0331,0,False
332,0332,0,False
333,0333,0,False
334,0334,0,False
335,0335,0,False
336,0336,0,False
337,0337,0,False
338,0338,0,False
339,0339,0,False
340,0340,0,False
341,0341,0,False
342,0342,0,False
343,0343,0,False
344,0344,0,False
345,0345,0,False
346,0346,0,False
347,0347,0,False
348,0348,0,False
349,0349,0,False
350,0350,0,False
351,0351,0,False
352,0352,0,False
353,0353,0,False
354,0354,0,False
355,0355,0,False
356,0356,0,False
357,0357,0,False
358,0358,0,False
359,0359,0,False
360,0360,0,False
361,0361,0,False
362,0362,0,False
363,0363,0,False
364,0364,0,False
365,0365,0,False
366,0366,0,False
367,0367,0,False
368,0368,0,False
369,0369,0,False
370,0370,0,False
371,0371,0,False
372,0372,0,False
373,0373,0,False
374,0374,0,False
375,0375,0,False
376,0376,0,False
377,0377,0,False
378,0378,0,False
379,0379,0,False
380,0380,0,False
381,0381,0,False
382,0382,0,False
383,0383,0,False
384,0384,0,False
385,0385,0,False
386,0386,0,False
387,0387,0,False
388,0388,0,False
389,0389,0,False
390,0390,0,False
391,0391,0,False
392,0392,0,False
393,0393,0,False
394,0394,0,False
395,0395,0,False
396,0396,0,False
397,0397,0,False
398,0398,0,False
399,0399,0,False
400,0400,0,False
401,0401,0,False
402,0402,0,False
403,0403,0,False
404,0404,0,False
405,0405,0,False
406,0406,0,False
407,0407,0,False
408,0408,0,False
409,0409,0,False
410,0410,0,False
411,0411,0,False
412,0412,0,False
413,0413,0,False
414,0414,0,False
415,0415,0,False
416,0416,0,False
417,0417,0,False
418,0418,0,False
419,0419,0,False
420,0420,0,False
421,0421,0,False
422,0422,0,False
423,0423,0,False
424,0424,0,False
425,0425,0,False
426,0426,0,False
427,0427,0,False
428,0428,0,False
429,0429,0,False
430,0430,0,False
431,0431,0,False
432,0432,0,False
433,0433,0,False
434,0434,0,False
435,0435,0,False
436,0436,0,False
437,0437,0,False
438,0438,0,False
439,0439,0,False
440,0440,0,False
441,0441,0,False
442,0442,0,False
443,0443,0,False
444,0444,0,False
445,0445,0,False
446,0446,0,False
447,0447,0,False
448,0448,0,False
449,0449,0,False
450,0450,0,False
451,0451,0,False
452,0452,0,False
453,0453,0,False
454,0454,0,False
455,0455,0,False
456,0456,0,False
457,0457,0,False
458,0458,0,False
459,0459,0,False
460,0460,0,False
461,0461,0,False
462,0462,0,False
463,0463,0,False
464,0464,0,False
465,0465,0,False
466,0466,0,False
467,0467,0,False
468,0468,0,False
469,0469,0,False
470,0470,0,False
471,0471,0,False
472,0472,0,False
473,0473,0,False
474,0474,0,False
475,0475,0,False
476,0476,0,False
477,0477,0,False
478,0478,0,False
479,0479,0,False
480,0480,0,False
481,0481,0,False
482,0482,0,False
483,0483,0,False
484,0484,0,False
485,0485,0,False
486,0486,0,False
487,0487,0,False
488,0488,0,False
489,0489,0,False
490,0490,0,False
491,0491,0,False
492,0492,0,False
493,0493,0,False
494,0494,0,False
495,0495,0,False
496,0496,0,False
497,0497,0,False
498,0498,0,False
499,0499,0,False
500,0500,0,False
501,0501,0,False
502,0502,0,False
503,0503,0,False
504,0504,0,False
505,0505,0,False
506,0506,0,False
507,0507,0,False
508,0508,0,False
509,0509,0,False
510,0510,0,False
511,0511,0,False
512,0512,0,False
513,0513,0,False
514,0514,0,False
515,0515,0,False
516,0516,0,False
517,0517,0,False
518,0518,0,False
519,0519,0,False
520,0520,0,False
521,0521,0,False
522,0522,0,False
523,0523,0,False
524,0524,0,False
525,0525,0,False
526,0526,0,False
527,0527,0,False
528,0528,0,False
529,0529,0,False
530,0530,0,False
531,0531,0,False
532,0532,0,False
533,0533,0,False
534,0534,0,False
535,0535,0,False
536,0536,0,False
537,0537,0,False
538,0538,0,False
539,0539,0,False
540,0540,0,False
541,0541,0,False
542,0542,0,False
543,0543,0,False
544,0544,0,False
545,0545,0,False
546,0546,0,False
547,0547,0,False
548,0548,0,False
549,0549,0,False
550,0550,0,False
551,0551,0,False
552,0552,0,False
553,0553,0,False
554,0554,0,False
555,0555,0,False
556,0556,0,False
557,0557,0,False
558,0558,0,False
559,0559,0,False
560,0560,0,False
561,0561,0,False
562,0562,0,False
563,0563,0,False
564,0564,0,False
565,0565,0,False
566,0566,0,False
567,0567,0,False
568,0568,0,False
569,0569,0,False
570,0570,0,False
571,0571,0,False
572,0572,0,False
573,0573,0,False
574,0574,0,False
575,0575,0,False
576,0576,0,False
577,0577,0,False
578,0578,0,False
579,0579,0,False
580,0580,0,False
581,0581,0,False
582,0582,0,False
583,0583,0,False
584,0584,0,False
585,0585,0,False
586,0586,0,False
587,0587,0,False
588,0588,0,False
589,0589,0,False
590,0590,0,False
591,0591,0,False
592,0592,0,False
593,0593,0,False
594,0594,0,False
595,0595,0,False
596,0596,0,False
597,0597,0,False
598,0598,0,False
599,0599,0,False
600,0600,0,False
601,0601,0,False
602,0602,0,False
603,0603,0,False
604,0604,0,False
605,0605,0,False
606,0606,0,False
607,0607,0,False
608,0608,0,False
609,0609,0,False
610,0610,0,False
611,0611,0,False
612,0612,0,False
613,0613,0,False
614,0614,0,False
615,0615,0,False
616,0616,0,False
617,0617,0,False
618,0618,0,False
619,0619,0,False
620,0620,0,False
621,0621,0,False
622,0622,0,False
623,0623,0,False
624,0624,0,False
625,0625,0,False
626,0626,0,False
627,0627,0,False
628,0628,0,False
629,0629,0,False
630,0630,0,False
631,0631,0,False
632,0632,0,False
633,0633,0,False
634,0634,0,False
635,0635,0,False
636,0636,0,False
637,0637,0,False
638,0638,0,False
639,0639,0,False
640,0640,0,False
641,0641,0,False
642,0642,0,False
643,0643,0,False
644,0644,0,False
645,0645,0,False
646,0646,0,False
647,0647,0,False
648,0648,0,False
649,0649,0,False
650,0650,0,False
651,0651,0,False
652,0652,0,False
653,0653,0,False
654,0654,0,False
655,0655,0,False
656,0656,0,False
657,0657,0,False
658,0658,0,False
659,0659,0,False
660,0660,0,False
661,0661,0,False
662,0662,0,False
663,0663,0,False
664,0664,0,False
665,0665,0,False
666,0666,0,False
667,0667,0,False
668,0668,0,False
669,0669,0,False
670,0670,0,False
671,0671,0,False
672,0672,0,False
673,0673,0,False
674,0674,0,False
675,0675,0,False
676,0676,0,False
677,0677,0,False
678,0678,0,False
679,0679,0,False
680,0680,0,False
681,0681,0,False
682,0682,0,False
683,0683,0,False
684,0684,0,False
685,0685,0,False
686,0686,0,False
687,0687,0,False
688,0688,0,False
689,0689,0,False
690,0690,0,False
691,0691,0,False
692,0692,0,False
693,0693,0,False
694,0694,0,False
695,0695,0,False
696,0696,0,False
697,0697,0,False
698,0698,0,False
699,0699,0,False
700,0700,0,False
701,0701,0,False
702,0702,0,False
703,0703,0,False
704,0704,0,False
705,0705,0,False
706,0706,0,False
707,0707,0,False
708,0708,0,False
709,0709,0,False
710,0710,0,False
711,0711,0,False
712,0712,0,False
713,0713,0,False
714,0714,0,False
715,0715,0,False
716,0716,0,False
717,0717,0,False
718,0718,0,False
719,0719,0,False
720,0720,0,False
721,0721,0,False
722,0722,0,False
723,0723,0,False
724,0724,0,False
725,0725,0,False
726,0726,0,False
727,0727,0,False
728,0728,0,False
729,0729,0,False
730,0730,0,False
731,0731,0,False
732,0732,0,False
733,0733,0,False
734,0734,0,False
735,0735,0,False
736,0736,0,False
737,0737,0,False
738,0738,0,False
739,0739,0,False
740,0740,0,False
741,0741,0,False
742,0742,0,False
743,0743,0,False
744,0744,0,False
745,0745,0,False
746,0746,0,False
747,0747,0,False
748,0748,0,False
749,0749,0,False
750,0750,0,False
751,0751,0,False
752,0752,0,False
753,0753,0,False
754,0754,0,False
755,0755,0,False
756,0756,0,False
757,0757,0,False
758,0758,0,False
759,0759,0,False
760,0760,0,False
761,0761,0,False
762,0762,0,False
763,0763,0,False
764,0764,0,False
765,0765,0,False
766,0766,0,False
767,0767,0,False
768,0768,0,False
769,0769,0,False
770,0770,0,False
771,0771,0,False
772,0772,0,False
773,0773,0,False
774,0774,0,False
775,0775,0,False
776,0776,0,False
777,0777,0,False
778,0778,0,False
779,0779,0,False
780,0780,0,False
781,0781,0,False
782,0782,0,False
783,0783,0,False
784,0784,0,False
785,0785,0,False
786,0786,0,False
787,0787,0,False
788,0788,0,False
789,0789,0,False
790,0790,0,False
791,0791,0,False
792,0792,0,False
793,0793,0,False
794,0794,0,False
795,0795,0,False
796,0796,0,False
797,0797,0,False
798,0798,0,False
799,0799,0,False
800,0800,0,False
801,0801,0,False
802,0802,0,False
803,0803,0,False
804,0804,0,False
805,0805,0,False
806,0806,0,False
807,0807,0,False
808,0808,0,False
809,0809,0,False
810,0810,0,False
811,0811,0,False
812,0812,0,False
813,0813,0,False
814,0814,0,False
815,0815,0,False
816,0816,0,False
817,0817,0,False
818,0818,0,False
819,0819,0,False
820,0820,0,False
821,0821,0,False
822,0822,0,False
823,0823,0,False
824,0824,0,False
825,0825,0,False
826,0826,0,False
827,0827,0,False
828,0828,0,False
829,0829,0,False
830,0830,0,False
831,0831,0,False
832,0832,0,False
833,0833,0,False
834,0834,0,False
835,0835,0,False
836,0836,0,False
837,0837,0,False
838,0838,0,False
839,0839,0,False
840,0840,0,False
841,0841,0,False
842,0842,0,False
843,0843,0,False
844,0844,0,False
845,0845,0,False
846,0846,0,False
847,0847,0,False
848,0848,0,False
849,0849,0,False
850,0850,0,False
851,0851,0,False
852,0852,0,False
853,0853,0,False
854,0854,0,False
855,0855,0,False
856,0856,0,False
857,0857,0,False
858,0858,0,False
859,0859,0,False
860,0860,0,False
861,0861,0,False
862,0862,0,False
863,0863,0,False
864,0864,0,False
865,0865,0,False
866,0866,0,False
867,0867,0,False
868,0868,0,False
869,0869,0,False
870,0870,0,False
871,0871,0,False
872,0872,0,False
873,0873,0,False
874,0874,0,False
875,0875,0,False
876,0876,0,False
877,0877,0,False
878,0878,0,False
879,0879,0,False
880,0880,0,False
881,0881,0,False
882,0882,0,False
883,0883,0,False
884,0884,0,False
885,0885,0,False
886,0886,0,False
887,0887,0,False
888,0888,0,False
889,0889,0,False
890,0890,0,False
891,0891,0,False
892,0892,0,False
893,0893,0,False
894,0894,0,False
895,0895,0,False
896,0896,0,False
897,0897,0,False
898,0898,0,False
899,0899,0,False
900,0900,0,False
901,0901,0,False
902,0902,0,False
903,0903,0,False
904,0904,0,False
905,0905,0,False
906,0906,0,False
907,0907,0,False
908,0908,0,False
909,0909,0,False
910,0910,0,False
911,0911,0,False
912,0912,0,False
913,0913,0,False
914,0914,0,False
915,0915,0,False
916,0916,0,False
917,0917,0,False
918,0918,0,False
919,0919,0,False
920,0920,0,False
921,0921,0,False
922,0922,0,False
923,0923,0,False
924,0924,0,False
925,0925,0,False
926,0926,0,False
927,0927,0,False
928,0928,0,False
929,0929,0,False
930,0930,0,False
931,0931,0,False
932,0932,0,False
933,0933,0,False
934,0934,0,False
935,0935,0,False
936,0936,0,False
937,0937,0,False
938,0938,0,False
939,0939,0,False
940,0940,0,False
941,0941,0,False
942,0942,0,False
943,0943,0,False
944,0944,0,False
945,0945,0,False
946,0946,0,False
947,0947,0,False
948,0948,0,False
949,0949,0,False
950,0950,0,False
951,0951,0,False
952,0952,0,False
953,0953,0,False
954,0954,0,False
955,0955,0,False
956,0956,0,False
957,0957,0,False
958,0958,0,False
959,0959,0,False
960,0960,0,False
961,0961,0,False
962,0962,0,False
963,0963,0,False
964,0964,0,False
965,0965,0,False
966,0966,0,False
967,0967,0,False
968,0968,0,False
969,0969,0,False
970,0970,0,False
971,0971,0,False
972,0972,0,False
973,0973,0,False
974,0974,0,False
975,0975,0,False
976,0976,0,False
977,0977,0,False
978,0978,0,False
979,0979,0,False
980,0980,0,False
981,0981,0,False
982,0982,0,False
983,0983,0,False
984,0984,0,False
985,0985,0,False
986,0986,0,False
987,0987,0,False
988,0988,0,False
989,0989,0,False
990,0990,0,False
991,0991,0,False
992,0992,0,False
993,0993,0,False
994,0994,0,False
995,0995,0,False
996,0996,0,False
997,0997,0,False
998,0998,0,False
999,0999,72,True
1000,1000,0,False
1001,1001,0,False
1002,1002,0,False
1003,1003,0,False
1004,1004,0,False
1005,1005,0,False
1006,1006,0,False
1007,1007,0,False
1008,1008,0,False
1009,1009,0,False
1010,1010,0,False
1011,1011,0,False
1012,1012,0,False
1013,1013,0,False
1014,1014,0,False
1015,1015,0,False
1016,1016,0,False
1017,1017,0,False
1018,1018,0,False
1019,1019,0,False
1020,1020,0,False
1021,1021,0,False
1022,1022,0,False
1023,1023,0,False
1024,1024,0,False
1025,1025,0,False
1026,1026,0,False
1027,1027,0,False
1028,1028,0,False
1029,1029,0,False
1030,1030,0,False
1031,1031,0,False
1032,1032,0,False
1033,1033,0,False
1034,1034,0,False
1035,1035,0,False
1036,1036,0,False
1037,1037,0,False
1038,1038,0,False
1039,1039,0,False
1040,1040,0,False
1041,1041,0,False
1042,1042,0,False
1043,1043,0,False
1044,1044,0,False
1045,1045,0,False
1046,1046,0,False
1047,1047,0,False
1048,1048,0,False
1049,1049,0,False
1050,1050,0,False
1051,1051,0,False
1052,1052,0,False
1053,1053,0,False
1054,1054,0,False
1055,1055,0,False
1056,1056,0,False
1057,1057,0,False
1058,1058,0,False
1059,1059,0,False
1060,1060,0,False
1061,1061,0,False
1062,1062,0,False
1063,1063,0,False
1064,1064,0,False
1065,1065,0,False
1066,1066,0,False
1067,1067,0,False
1068,1068,0,False
1069,1069,0,False
1070,1070,0,False
1071,1071,0,False
1072,1072,0,False
1073,1073,0,False
1074,1074,0,False
1075,1075,0,False
1076,1076,0,False
1077,1077,0,False
1078,1078,0,False
1079,1079,0,False
1080,1080,0,False
1081,1081,0,False
1082,1082,0,False
1083,1083,0,False
1084,1084,0,False
1085,1085,0,False
1086,1086,0,False
1087,1087,0,False
1088,1088,0,False
1089,1089,54,True
1090,1090,0,False
1091,1091,0,False
1092,1092,0,False
1093,1093,0,False
1094,1094,0,False
1095,1095,0,False
1096,1096,0,False
1097,1097,0,False
1098,1098,0,False
1099,1099,0,False
1100,1100,0,False
1101,1101,0,False
1102,1102,0,False
1103,1103,0,False
1104,1104,0,False
1105,1105,0,False
1106,1106,0,False
1107,1107,0,False
1108,1108,0,False
1109,1109,0,False
1110,1110,0,False
1111,1111,0,False
1112,1112,0,False
1113,1113,0,False
1114,1114,0,False
1115,1115,0,False
1116,1116,0,False
1117,1117,0,False
1118,1118,0,False
1119,1119,0,False
1120,1120,0,False
1121,1121,0,False
1122,1122,0,False
1123,1123,0,False
1124,1124,0,False
1125,1125,0,False
1126,1126,0,False
1127,1127,0,False
1128,1128,0,False
1129,1129,0,False
1130,1130,0,False
1131,1131,0,False
1132,1132,0,False
1133,1133,0,False
1134,1134,0,False
1135,1135,0,False
1136,1136,0,False
1137,1137,0,False
1138,1138,0,False
1139,1139,0,False
1140,1140,0,False
1141,1141,0,False
1142,1142,0,False
1143,1143,0,False
1144,1144,0,False
1145,1145,0,False
1146,1146,0,False
1147,1147,0,False
1148,1148,0,False
1149,1149,0,False
1150,1150,0,False
1151,1151,0,False
1152,1152,0,False
1153,1153,0,False
1154,1154,0,False
1155,1155,0,False
1156,1156,0,False
1157,1157,0,False
1158,1158,0,False
1159,1159,0,False
1160,1160,0,False
1161,1161,0,False
1162,1162,0,False
1163,1163,0,False
1164,1164,0,False
1165,1165,0,False
1166,1166,0,False
1167,1167,0,False
1168,1168,0,False
1169,1169,0,False
1170,1170,0,False
1171,1171,0,False
1172,1172,0,False
1173,1173,0,False
1174,1174,0,False
1175,1175,0,False
1176,1176,0,False
1177,1177,0,False
1178,1178,0,False
1179,1179,0,False
1180,1180,0,False
1181,1181,0,False
1182,1182,0,False
1183,1183,0,False
1184,1184,0,False
1185,1185,0,False
1186,1186,0,False
1187,1187,0,False
1188,1188,0,False
1189,1189,0,False
1190,1190,0,False
1191,1191,0,False
1192,1192,0,False
1193,1193,0,False
1194,1194,0,False
1195,1195,0,False
1196,1196,0,False
1197,1197,0,False
1198,1198,0,False
1199,1199,0,False
1200,1200,0,False
1201,1201,0,False
1202,1202,0,False
1203,1203,0,False
1204,1204,0,False
1205,1205,0,False
1206,1206,0,False
1207,1207,0,False
1208,1208,0,False
1209,1209,0,False
1210,1210,0,False
1211,1211,0,False
1212,1212,0,False
1213,1213,0,False
1214,1214,0,False
1215,1215,0,False
1216,1216,0,False
1217,1217,0,False
1218,1218,0,False
1219,1219,0,False
1220,1220,0,False
1221,1221,0,False
1222,1222,0,False
1223,1223,0,False
1224,1224,0,False
1225,1225,0,False
1226,1226,0,False
1227,1227,0,False
1228,1228,0,False
1229,1229,0,False
1230,1230,0,False
1231,1231,0,False
1232,1232,0,False
1233,1233,0,False
1234,1234,0,False
1235,1235,0,False
1236,1236,0,False
1237,1237,0,False
1238,1238,0,False
1239,1239,0,False
1240,1240,0,False
1241,1241,0,False
1242,1242,0,False
1243,1243,0,False
1244,1244,0,False
1245,1245,0,False
1246,1246,0,False
1247,1247,0,False
1248,1248,0,False
1249,1249,0,False
1250,1250,0,False
1251,1251,0,False
1252,1252,0,False
1253,1253,0,False
1254,1254,0,False
1255,1255,0,False
1256,1256,0,False
1257,1257,0,False
1258,1258,0,False
1259,1259,0,False
1260,1260,0,False
1261,1261,0,False
1262,1262,0,False
1263,1263,0,False
1264,1264,0,False
1265,1265,0,False
1266,1266,0,False
1267,1267,0,False
1268,1268,0,False
1269,1269,0,False
1270,1270,0,False
1271,1271,0,False
1272,1272,0,False
1273,1273,0,False
1274,1274,0,False
1275,1275,0,False
1276,1276,0,False
1277,1277,0,False
1278,1278,0,False
1279,1279,0,False
1280,1280,0,False
1281,1281,0,False
1282,1282,0,False
1283,1283,0,False
1284,1284,0,False
1285,1285,0,False
1286,1286,0,False
1287,1287,0,False
1288,1288,0,False
1289,1289,0,False
1290,1290,0,False
1291,1291,0,False
1292,1292,0,False
1293,1293,0,False
1294,1294,0,False
1295,1295,0,False
1296,1296,0,False
1297,1297,0,False
1298,1298,0,False
1299,1299,0,False
1300,1300,0,False
1301,1301,0,False
1302,1302,0,False
1303,1303,0,False
1304,1304,0,False
1305,1305,0,False
1306,1306,0,False
1307,1307,0,False
1308,1308,0,False
1309,1309,0,False
1310,1310,0,False
1311,1311,0,False
1312,1312,0,False
1313,1313,0,False
1314,1314,0,False
1315,1315,0,False
1316,1316,0,False
1317,1317,0,False
1318,1318,0,False
1319,1319,0,False
1320,1320,0,False
1321,1321,0,False
1322,1322,0,False
1323,1323,0,False
1324,1324,0,False
1325,1325,0,False
1326,1326,0,False
1327,1327,0,False
1328,1328,0,False
1329,1329,0,False
1330,1330,0,False
1331,1331,0,False
1332,1332,0,False
1333,1333,0,False
1334,1334,0,False
1335,1335,0,False
1336,1336,0,False
1337,1337,0,False
1338,1338,0,False
1339,1339,0,False
1340,1340,0,False
1341,1341,0,False
1342,1342,0,False
1343,1343,0,False
1344,1344,0,False
1345,1345,0,False
1346,1346,0,False
1347,1347,0,False
1348,1348,0,False
1349,1349,0,False
1350,1350,0,False
1351,1351,0,False
1352,1352,0,False
1353,1353,0,False
1354,1354,0,False
1355,1355,0,False
1356,1356,0,False
1357,1357,0,False
1358,1358,0,False
1359,1359,0,False
1360,1360,0,False
1361,1361,0,False
1362,1362,0,False
1363,1363,0,False
1364,1364,0,False
1365,1365,0,False
1366,1366,0,False
1367,1367,0,False
1368,1368,0,False
1369,1369,0,False
1370,1370,0,False
1371,1371,0,False
1372,1372,0,False
1373,1373,0,False
1374,1374,0,False
1375,1375,0,False
1376,1376,0,False
1377,1377,0,False
1378,1378,0,False
1379,1379,0,False
1380,1380,0,False
1381,1381,0,False
1382,1382,0,False
1383,1383,0,False
1384,1384,0,False
1385,1385,0,False
1386,1386,0,False
1387,1387,0,False
1388,1388,0,False
1389,1389,0,False
1390,1390,0,False
1391,1391,0,False
1392,1392,0,False
1393,1393,0,False
1394,1394,0,False
1395,1395,0,False
1396,1396,0,False
1397,1397,0,False
1398,1398,0,False
1399,1399,0,False
1400,1400,0,False
1401,1401,0,False
1402,1402,0,False
1403,1403,0,False
1404,1404,0,False
1405,1405,0,False
1406,1406,0,False
1407,1407,0,False
1408,1408,0,False
1409,1409,0,False
1410,1410,0,False
1411,1411,0,False
1412,1412,0,False
1413,1413,0,False
1414,1414,0,False
1415,1415,0,False
1416,1416,0,False
1417,1417,0,False
1418,1418,0,False
1419,1419,0,False
1420,1420,0,False
1421,1421,0,False
1422,1422,0,False
1423,1423,0,False
1424,1424,0,False
1425,1425,0,False
1426,1426,0,False
1427,1427,0,False
1428,1428,0,False
1429,1429,0,False
1430,1430,0,False
1431,1431,0,False
1432,1432,0,False
1433,1433,0,False
1434,1434,0,False
1435,1435,0,False
1436,1436,0,False
1437,1437,0,False
1438,1438,0,False
1439,1439,0,False
1440,1440,0,False
1441,1441,0,False
1442,1442,0,False
1443,1443,0,False
1444,1444,0,False
1445,1445,0,False
1446,1446,0,False
1447,1447,0,False
1448,1448,0,False
1449,1449,0,False
1450,1450,0,False
1451,1451,0,False
1452,1452,0,False
1453,1453,0,False
1454,1454,0,False
1455,1455,0,False
1456,1456,0,False
1457,1457,0,False
1458,1458,0,False
1459,1459,0,False
1460,1460,0,False
1461,1461,0,False
1462,1462,0,False
1463,1463,0,False
1464,1464,0,False
1465,1465,0,False
1466,1466,0,False
1467,1467,0,False
1468,1468,0,False
1469,1469,0,False
1470,1470,0,False
1471,1471,0,False
1472,1472,0,False
1473,1473,0,False
1474,1474,0,False
1475,1475,0,False
1476,1476,0,False
1477,1477,0,False
1478,1478,0,False
1479,1479,0,False
1480,1480,0,False
1481,1481,0,False
1482,1482,0,False
1483,1483,0,False
1484,1484,0,False
1485,1485,0,False
1486,1486,0,False
1487,1487,0,False
1488,1488,0,False
1489,1489,0,False
1490,1490,0,False
1491,1491,0,False
1492,1492,0,False
1493,1493,0,False
1494,1494,0,False
